marca=CHANA, modelo=Family 1.0 8V 53cv (Perua), ano=2005, renavam=44189535557, placa=HYW-4380, cor=Dourado
marca=Bugre, modelo=Buggy VII/VII BIG, ano=2008, renavam=06404571769, placa=HXC-9464, cor=Branco
marca=VW - VolksWagen, modelo=Corrado G-60 2.8, ano=1991, renavam=44741734216, placa=HYI-6096, cor=Marrom
marca=Fibravan, modelo=Buggy Vip 1.8 8V, ano=2006, renavam=46382005714, placa=HVY-7754, cor=Prata
marca=Cross Lander, modelo=CL-330 2.8 132cv 4x4 TB Int. Diesel, ano=2006, renavam=46382005714, placa=HVY-7754, cor=Prata
marca=Lexus, modelo=IS-300 3.0 24v 231cv Aut., ano=2012, renavam=27077216360, placa=HVA-5858, cor=Azul
marca=Ferrari, modelo=355 GTS F1, ano=1998, renavam=75480990370, placa=HXM-9296, cor=Branco
marca=RELY, modelo=PICK-UP Q22B CS 1.0 2p, ano=2012, renavam=27077216360, placa=HVA-5858, cor=Azul
marca=Mercedes-Benz, modelo=GLK 300 3.5 CGI V6 4x4 252cv Aut., ano=2013, renavam=09806179825, placa=HYU-5171, cor=Prata
marca=Volvo, modelo=C30 T-5 R-DESIGN 2.5 230cv Aut., ano=2011, renavam=18156577561, placa=HWS-3497, cor=Amarelo
marca=Porsche, modelo=911 Carrera 4 Cabriolet 3.0 370cv, ano=2017, renavam=18156577561, placa=HWS-3497, cor=Amarelo
marca=Subaru, modelo=Impreza SD WRX 2.0 16v 4x4, ano=2001, renavam=79184161805, placa=HYI-8244, cor=Marrom
marca=Miura, modelo=Picape BG-Truck CD Turbo Diesel, ano=1993, renavam=18156577561, placa=HWS-3497, cor=Amarelo
marca=RELY, modelo=LINK 1.3 16V 5p, ano=2014, renavam=18156577561, placa=HWS-3497, cor=Amarelo
marca=SSANGYONG, modelo=Rexton II 3.2 V6 24V 220cv Aut., ano=2007, renavam=15843875567, placa=HXS-8777, cor=Cinza
marca=Lotus, modelo=Elan S-2 1.6 16V, ano=1995, renavam=01525651576, placa=HWO-2345, cor=Laranja
marca=Jeep, modelo=Grand Cherokee SRT8 6.1 V8 16V 432cv Aut, ano=2006, renavam=06908855167, placa=HUX-2097, cor=Branco
marca=Asia Motors, modelo=Towner Super Luxo, ano=1997, renavam=09680063947, placa=HWS-6644, cor=Vermelho
marca=Daewoo, modelo=Racer GTi 1.5 16V, ano=1995, renavam=23929347683, placa=HXN-1115, cor=Verde
marca=Wake, modelo=Way 1.8 Total Flex 8V Mec., ano=2009, renavam=09867584177, placa=HXJ-6899, cor=Verde
marca=LIFAN, modelo=FOISON 1.3 16V 85cv 2p, ano=2014, renavam=18156577561, placa=HWS-3497, cor=Amarelo
marca=Lotus, modelo=Esprit S-4 2.2 16V, ano=1995, renavam=82698112860, placa=HUC-0191, cor=Vermelho
marca=Engesa, modelo=Engesa 4x4 2.5/4.1, ano=1985, renavam=06908855167, placa=HUX-2097, cor=Branco
marca=Engesa, modelo=Engesa 4x4 2.5/4.1, ano=1985, renavam=92659917728, placa=HYE-0944, cor=Dourado
marca=CHANGAN, modelo=MINI STAR CS 1.0 8V 53cv (Pick-Up), ano=2011, renavam=92659917728, placa=HYE-0944, cor=Dourado
marca=Honda, modelo=Accord SW EX, ano=1991, renavam=06908855167, placa=HUX-2097, cor=Branco
marca=JINBEI, modelo=TOPIC FURGAO L 2.2 8V/ 2.0 16V 4p, ano=2009, renavam=44741734216, placa=HYI-6096, cor=Marrom
marca=Jeep, modelo=Renegade Sport 2.0 4x4 TB Diesel Aut., ano=2016, renavam=17790871712, placa=HTZ-5468, cor=Prata
marca=smart, modelo=fortwo BRABUS coup, ano=2008, renavam=82698112860, placa=HUC-0191, cor=Vermelho
marca=Mazda, modelo=626 GT, ano=1993, renavam=32384120006, placa=HWA-5897, cor=Laranja
marca=Saturn, modelo=SL-2 1.9, ano=1991, renavam=78898123875, placa=HXI-3043, cor=Verde
marca=Gurgel, modelo=Carajas/ Tocantis/ Xavante/ Vip, ano=1985, renavam=41973993550, placa=HUM-1469, cor=Marrom
marca=Maserati, modelo=222 SE/SR 2.0 V6, ano=1992, renavam=82698112860, placa=HUC-0191, cor=Vermelho
marca=Lotus, modelo=Esprit S-4 2.2 16V, ano=1995, renavam=42069883217, placa=HWU-2430, cor=Marrom
marca=SSANGYONG, modelo=Rexton RX 290 2.9 120cv TB Int. Dies.Aut, ano=2002, renavam=37165811470, placa=HXF-2065, cor=Dourado
marca=Wake, modelo=Way 1.6 Total Flex 8V Mec., ano=2009, renavam=75480990370, placa=HXM-9296, cor=Branco
marca=CHANGAN, modelo=MINI STAR CE 1.0 8V 53cv (Pick-Up), ano=2011, renavam=67262319790, placa=HYC-8260, cor=Prata
marca=GM - Chevrolet, modelo=Omega Diamond, ano=1994, renavam=18777828971, placa=HVR-3795, cor=Marrom
marca=RAM, modelo=2500 LARAMIE SLT 6.7 TDI  CD 4x4 Diesel, ano=2012, renavam=63058316513, placa=HVY-0495, cor=Marrom
marca=Fyber, modelo=Buggy 2000W 1.6 8V, ano=2016, renavam=09867584177, placa=HXJ-6899, cor=Verde
marca=Dodge, modelo=JOURNEY SE 2.7 V6 185cv Aut., ano=2010, renavam=92220202623, placa=HUQ-5682, cor=Marrom
marca=Land Rover, modelo=Range Rover Sport SE 2.7 190cv TB Diesel, ano=2007, renavam=85117030278, placa=HYB-9231, cor=Amarelo
marca=Pontiac, modelo=Trans-AM 5.7 V8, ano=1991, renavam=92220202623, placa=HUQ-5682, cor=Marrom
marca=Mercury, modelo=Sable LS 3.0 V6, ano=1992, renavam=92659917728, placa=HYE-0944, cor=Dourado
marca=JPX, modelo=Picape Montez 1.9 4x4 Diesel, ano=1994, renavam=74574995394, placa=HVB-1648, cor=Cinza
marca=EFFA, modelo=ULC PICAPE CD 1.0 8V 4p, ano=2011, renavam=38469968335, placa=HWI-3236, cor=Branco
marca=Mercury, modelo=Mystique GS 2.5 V6 Mec., ano=1995, renavam=89398747344, placa=HUQ-7367, cor=Verde
marca=Chrysler, modelo=Stratus LX 2.5 Convers, ano=1996, renavam=54647923970, placa=HWR-7380, cor=Amarelo
marca=Kia Motors, modelo=Sportage DLX 2.0 16V Mec., ano=1996, renavam=80551745825, placa=HZA-9493, cor=Laranja
marca=SSANGYONG, modelo=Korando 2.0 16V T.Diesel AWD Aut., ano=2011, renavam=16136951976, placa=HYE-7598, cor=Vermelho
marca=RAM, modelo=2500 LARAMIE SLT 6.7 TDI  CD 4x4 Diesel, ano=2012, renavam=64044624480, placa=HVL-6385, cor=Azul
marca=Kia Motors, modelo=MOHAVE EX 3.8 V6 24V 275cv 4x4 Aut., ano=2009, renavam=64044624480, placa=HVL-6385, cor=Azul
marca=LOBINI, modelo=H1 1.8 20V Turbo 180cv 2p, ano=2005, renavam=52991007037, placa=HWG-5985, cor=Prata
marca=Toyota, modelo=ETIOS CROSS 1.5 Flex 16V 5p Mec., ano=2014, renavam=80360259314, placa=HUU-3848, cor=Prata
marca=Gurgel, modelo=BR-800 (todos)/ Supermini, ano=1988, renavam=38469968335, placa=HWI-3236, cor=Branco
marca=Cadillac, modelo=Deville/Eldorado 4.9, ano=1991, renavam=71202296481, placa=HXE-7836, cor=Marrom
marca=EFFA, modelo=Start Van 1.0 8V 4p, ano=2011, renavam=71202296481, placa=HXE-7836, cor=Marrom
marca=Mercedes-Benz, modelo=Sprinter 313 Chassi 2.2 129cv Diesel, ano=2005, renavam=71202296481, placa=HXE-7836, cor=Marrom
marca=Wake, modelo=Way 1.6 Total Flex 8V Mec., ano=2009, renavam=71202296481, placa=HXE-7836, cor=Marrom
marca=MG, modelo=550 1.8 16V Turbo 170cv Aut., ano=2010, renavam=72878642380, placa=HWF-2534, cor=Prata
marca=VW - VolksWagen, modelo=Gol Special 1.0 Total Flex 8V 5p, ano=2015, renavam=38469968335, placa=HWI-3236, cor=Branco
marca=GEELY, modelo=EC7 1.8 16V 130cv 4p Mec., ano=2014, renavam=38469968335, placa=HWI-3236, cor=Branco
marca=Fibravan, modelo=Buggy Vip 1.6 8V Total Flex, ano=2007, renavam=64044624480, placa=HVL-6385, cor=Azul
marca=Acura, modelo=Legend 3.2/3.5, ano=1991, renavam=71202296481, placa=HXE-7836, cor=Marrom
marca=Envemo, modelo=Master 4.0 Diesel, ano=1995, renavam=38469968335, placa=HWI-3236, cor=Branco
marca=Bugre, modelo=Buggy VII/VII BIG, ano=2008, renavam=52991007037, placa=HWG-5985, cor=Prata
marca=Seat, modelo=Ibiza 1.0i 8v, ano=1994, renavam=52991007037, placa=HWG-5985, cor=Prata
marca=Agrale, modelo=MARRU, ano=2007, renavam=18057358934, placa=HVG-0183, cor=Branco
marca=Hyundai, modelo=HR 2.5 TCI Diesel (RS/RD), ano=2005, renavam=18057358934, placa=HVG-0183, cor=Branco
marca=GEELY, modelo=GC2 1.0 12V 68cv 5p, ano=2015, renavam=96238381131, placa=HUO-4935, cor=Cinza
marca=Buggy, modelo=Buggy 1.6/ TST/ RS 1.6 4-Lug., ano=1985, renavam=56804136535, placa=HWC-9277, cor=Marrom
marca=Land Rover, modelo=Range Rover Sport SE 3.6 TDV8 272cv Dies, ano=2008, renavam=96238381131, placa=HUO-4935, cor=Cinza
marca=JAC, modelo=J3 S turin 1.5 JET Flex 16V 4p Mec., ano=2014, renavam=99697064696, placa=HUL-9887, cor=Amarelo
marca=Isuzu, modelo=Rodeo 3.2 V6, ano=1992, renavam=96238381131, placa=HUO-4935, cor=Cinza
marca=LIFAN, modelo=X60 1.8 16V 128cv 5p Mec., ano=2013, renavam=52991007037, placa=HWG-5985, cor=Prata
marca=Toyota, modelo=Hilux CD DX 4x2 3.0 8V 90cv Diesel, ano=2002, renavam=32690675877, placa=HUY-3104, cor=Marrom
marca=Wake, modelo=Way 1.8 Total Flex 8V Mec., ano=2009, renavam=37939942746, placa=HVF-2322, cor=Bege
marca=Plymouth, modelo=Gran Voyager LE 2.5, ano=1992, renavam=96238381131, placa=HUO-4935, cor=Cinza
marca=Daihatsu, modelo=Terios 1.3 16V, ano=1997, renavam=84020269731, placa=HXY-8084, cor=Azul
marca=Toyota, modelo=ETIOS CROSS 1.5 Flex 16V 5p Mec., ano=2014, renavam=75665970937, placa=HWZ-6633, cor=Dourado
marca=Saab, modelo=9000 CD 2.3 Turbo, ano=1992, renavam=84020269731, placa=HXY-8084, cor=Azul
marca=Daewoo, modelo=Lanos SX 1.6 16V, ano=1997, renavam=99697064696, placa=HUL-9887, cor=Amarelo
marca=Ford, modelo=Fiesta GL Class 1.0i 5p, ano=2000, renavam=95098721719, placa=HXV-6861, cor=Laranja
marca=Volvo, modelo=C70 Cup, ano=1998, renavam=65114981030, placa=HYO-0611, cor=Amarelo
marca=Toyota, modelo=RAV4 2.5 4x4 16V Aut., ano=2013, renavam=18057358934, placa=HVG-0183, cor=Branco
marca=BRM, modelo=Buggy/M-8/M-8 Long 1.6, ano=1985, renavam=18057358934, placa=HVG-0183, cor=Branco
marca=Wake, modelo=Way 1.6 Total Flex 8V Mec., ano=2009, renavam=68628608941, placa=HUI-6971, cor=Azul
marca=Maserati, modelo=GranSport Spyder 4.2 V8 32V 400cv, ano=2006, renavam=65163229630, placa=HYJ-0055, cor=Laranja
marca=CHANA, modelo=Cargo CE 1.0 8V 53cv (Pick-Up), ano=2006, renavam=82501716135, placa=HYF-6409, cor=Preto
marca=Pontiac, modelo=Trans-AM 5.7 V8, ano=1991, renavam=51945439070, placa=KIL-6308, cor=Dourado
marca=Mercury, modelo=Sable LS 3.0 V6, ano=1992, renavam=76898541468, placa=KKA-8126, cor=Azul
marca=ASTON MARTIN, modelo=Vantage 6.0 V12 510cv, ano=2012, renavam=02787833505, placa=KJY-8616, cor=Cinza
marca=CHANGAN, modelo=MINI STAR CE 1.0 8V 53cv (Pick-Up), ano=2011, renavam=90089111651, placa=KLC-7610, cor=Azul
marca=Rolls-Royce, modelo=Wraith 6.6 V12 Aut., ano=2014, renavam=96045797271, placa=KIM-9160, cor=Cinza
marca=Volvo, modelo=V40 T-4 ARM Aut., ano=2001, renavam=99961629230, placa=KHU-0824, cor=Branco
marca=LIFAN, modelo=530 TALENT 1.5 16V 103cv 4p, ano=2015, renavam=67540375714, placa=KGW-8162, cor=Preto
marca=GEELY, modelo=EC7 1.8 16V 130cv 4p Mec., ano=2014, renavam=83832862803, placa=KFX-0062, cor=Amarelo
marca=Plymouth, modelo=Gran Voyager LE 2.5, ano=1992, renavam=10096692186, placa=KFI-0422, cor=Amarelo
marca=LIFAN, modelo=X60 1.8 16V 128cv 5p Mec., ano=2013, renavam=61262447560, placa=KHW-8855, cor=Amarelo
marca=Honda, modelo=Passport EX, ano=1994, renavam=20595386304, placa=KGI-7788, cor=Azul
marca=Mercedes-Benz, modelo=Sprinter 312 Furg, ano=2000, renavam=87287721103, placa=KKZ-2551, cor=Dourado
marca=CHANGAN, modelo=MINI STAR CE 1.0 8V 53cv (Pick-Up), ano=2011, renavam=71268927757, placa=KJW-0719, cor=Cinza
marca=Rolls-Royce, modelo=Phantom 6.7 V12 Aut., ano=2013, renavam=52459366362, placa=KLV-0655, cor=Amarelo
marca=BMW, modelo=325iA Coup, ano=2001, renavam=38300799753, placa=KKB-1462, cor=Marrom
marca=Lada, modelo=Laika 1.6, ano=1991, renavam=96981258349, placa=KFN-6549, cor=Laranja
marca=Land Rover, modelo=Range R. EVOQUE SD4 SE 2.2 Dies. Aut. 4p, ano=2016, renavam=44830460880, placa=KFL-5885, cor=Laranja
marca=SHINERAY, modelo=SY6390 A9 PVANS, ano=2012, renavam=44146379499, placa=KLL-2688, cor=Azul
marca=Citroen, modelo=C4 PALLAS GLX 2.0/ 2.0 Flex Aut., ano=2008, renavam=90902523614, placa=KKE-6482, cor=Branco
marca=Troller, modelo=RF Esport T-4 4x4 2.0 Cap. Lona, ano=1998, renavam=12308183456, placa=KIP-3314, cor=Marrom
marca=Isuzu, modelo=Rodeo 3.2 V6, ano=1992, renavam=71107072806, placa=KLE-0061, cor=Amarelo
marca=Renault, modelo=SANDERO STEPWAY Tweed HFlex 1.6 8V 5p, ano=2014, renavam=12308183456, placa=KIP-3314, cor=Marrom
marca=MINI, modelo=COOPER 1.6 Mec., ano=2007, renavam=66141405930, placa=KHR-1594, cor=Amarelo
marca=CHANA, modelo=Cargo CE 1.0 8V 53cv (Pick-Up), ano=2006, renavam=68141129025, placa=KLB-1309, cor=Verde
marca=Daihatsu, modelo=Cuore TS/TSL, ano=1995, renavam=90089111651, placa=KLC-7610, cor=Azul
marca=LOBINI, modelo=H1 1.8 20V Turbo 180cv 2p, ano=2005, renavam=20825033564, placa=KID-5336, cor=Verde
marca=Pontiac, modelo=Trans-AM 5.7 V8, ano=1991, renavam=74664266359, placa=KJR-9907, cor=Cinza
marca=Rover, modelo=Mini Cooper 1.3, ano=1992, renavam=26962688391, placa=KLA-7551, cor=Amarelo
marca=Mahindra, modelo=PIK-UP CS 2.2 4X4 (diesel) Mec., ano=2013, renavam=90089111651, placa=KLC-7610, cor=Azul
marca=Fyber, modelo=Buggy 2000W 1.6 8V, ano=2016, renavam=48592894163, placa=KHJ-1463, cor=Bege
marca=GREAT WALL, modelo=HOVER CUV 2.4 16V 4WD 5p Mec., ano=2007, renavam=51633939859, placa=KLU-5819, cor=Cinza
marca=Mercury, modelo=Mystique GS 2.5 V6 Mec., ano=1995, renavam=02787833505, placa=KJY-8616, cor=Cinza
marca=GEELY, modelo=EC7 1.8 16V 130cv 4p Mec., ano=2014, renavam=09988234711, placa=KJC-7742, cor=Amarelo
marca=Walk, modelo=Buggy  Walk Sport 1.6 8V 58cv, ano=2005, renavam=71268927757, placa=KJW-0719, cor=Cinza
marca=Nissan, modelo=Frontier LE CD 4x4 2.5 TB Diesel Mec., ano=2009, renavam=22660961068, placa=KLQ-8862, cor=Dourado
marca=HAFEI, modelo=Towner Pick-up 1.0 8V 48cv 2p, ano=2009, renavam=73284736436, placa=KGB-4461, cor=Cinza
marca=Lada, modelo=Laika SW 5p, ano=1991, renavam=21387965745, placa=KKU-9999, cor=Branco
marca=MINI, modelo=COOPER John Works 1.6 Mec., ano=2009, renavam=94437211450, placa=KIG-3962, cor=Azul
marca=Lada, modelo=Niva 1.7i 4x4, ano=1998, renavam=55645411563, placa=KJT-2918, cor=Vermelho
marca=Chrysler, modelo=Caravan LX 3.3 V6 182cv, ano=2005, renavam=79419716577, placa=KJS-0727, cor=Verde
marca=GREAT WALL, modelo=HOVER CUV 2.4 16V 5p Mec., ano=2008, renavam=74016700809, placa=KHM-9314, cor=Bege
marca=Maserati, modelo=GranTurismo S 4.7 V8 32V/ MC Line, ano=2009, renavam=55645411563, placa=KJT-2918, cor=Vermelho
marca=Walk, modelo=Buggy  Walk Sport 1.6 8V 58cv, ano=2005, renavam=48592894163, placa=KHJ-1463, cor=Bege
marca=Rolls-Royce, modelo=Ghost ll 6.6 V12 Aut., ano=2015, renavam=66014441333, placa=KKY-8461, cor=Azul
marca=Acura, modelo=Legend 3.2/3.5, ano=1991, renavam=86830772267, placa=KMD-0513, cor=Preto
marca=Saturn, modelo=SL-2 1.9, ano=1991, renavam=83646203935, placa=KLZ-8038, cor=Azul
marca=Mercury, modelo=Mystique GS 2.5 V6 Mec., ano=1995, renavam=32023923146, placa=KFI-4905, cor=Azul
marca=Mercedes-Benz, modelo=ML-230 4x4, ano=1998, renavam=55261251411, placa=KIJ-7151, cor=Cinza
marca=VW - VolksWagen, modelo=Golf 2.0/ 2.0 Mi Flex Comfortline/ Sport, ano=1999, renavam=43687388248, placa=KLS-6133, cor=Dourado
marca=Wake, modelo=Way 1.6 Total Flex 8V Mec., ano=2009, renavam=97287514598, placa=KHF-5369, cor=Laranja
marca=TAC, modelo=Stark 2.3 4WD 127cv TDI Diesel 3p, ano=2010, renavam=84927710189, placa=KLO-0383, cor=Prata
marca=Mahindra, modelo=PIK-UP CS 2.2 4X4 (diesel) Mec., ano=2013, renavam=21373881030, placa=KJD-7501, cor=Prata
marca=Mercury, modelo=Mystique GS 2.5 V6 Mec., ano=1995, renavam=10403757344, placa=KJD-5602, cor=Azul
marca=Rolls-Royce, modelo=Phantom 6.7 V12 Aut., ano=2013, renavam=59279485476, placa=KLT-6054, cor=Vermelho
marca=Mercury, modelo=Sable LS 3.0 V6, ano=1992, renavam=67474483364, placa=KHH-8107, cor=Verde
marca=LOBINI, modelo=H1 1.8 20V Turbo 180cv 2p, ano=2005, renavam=67474483364, placa=KHH-8107, cor=Verde
marca=Alfa Romeo, modelo=145 QV, ano=1996, renavam=59279485476, placa=KLT-6054, cor=Vermelho
marca=Agrale, modelo=MARRU, ano=2008, renavam=51598034549, placa=KHN-3009, cor=Branco
marca=Mitsubishi, modelo=3000 GT VR-4, ano=1991, renavam=55261251411, placa=KIJ-7151, cor=Cinza
marca=Honda, modelo=Fit CX 1.4 Flex 16V 5p Mec., ano=2014, renavam=55261251411, placa=KIJ-7151, cor=Cinza
marca=Fibravan, modelo=Buggy Plus 1.6 8V, ano=1989, renavam=03118689511, placa=KJP-1706, cor=Laranja
marca=Nissan, modelo=Frontier XE  CD 4x4 2.5 TB Diesel, ano=2009, renavam=73770245507, placa=KFJ-6999, cor=Marrom
marca=smart, modelo=fortwo passion coup, ano=2008, renavam=08067594528, placa=KFI-3642, cor=Vermelho
marca=LIFAN, modelo=FOISON 1.3 16V 85cv 2p, ano=2014, renavam=72545779216, placa=KFY-8800, cor=Bege
marca=Daewoo, modelo=Nubira SW CDX 2.0 16V Mec., ano=1998, renavam=40864196171, placa=KGY-4698, cor=Marrom
marca=Fiat, modelo=Premio CSL 1.6 i.e./ 1.5 4p, ano=1988, renavam=88830923911, placa=KLU-2160, cor=Cinza
marca=CHANA, modelo=Cargo 1.0 8V 53cv (Pick-Up), ano=2005, renavam=13035142571, placa=KMD-1388, cor=Prata
marca=Engesa, modelo=Engesa 4x4 2.5/4.1, ano=1985, renavam=13790826153, placa=KMD-0491, cor=Marrom
marca=Mazda, modelo=626 Sedan High, ano=2000, renavam=07201268067, placa=KIQ-5364, cor=Vermelho
marca=Land Rover, modelo=Range Rover Vogue 3.6 TDV8 272cv Diesel, ano=2007, renavam=61837652822, placa=KHD-7954, cor=Preto
marca=VW - VolksWagen, modelo=Gol GL 1.6 Mi/Star 1.6 e 1.8/Atlanta 1.6, ano=1987, renavam=05726221970, placa=KGO-1147, cor=Prata
marca=Chrysler, modelo=Neon Sport 1.8/2.0, ano=1994, renavam=38589146260, placa=KIZ-6793, cor=Vermelho
marca=smart, modelo=fortwo passion coup, ano=2008, renavam=35119001147, placa=KIJ-7044, cor=Laranja
marca=Isuzu, modelo=Hombre 2 WD XS 2.2, ano=1995, renavam=90935491070, placa=KJD-4391, cor=Prata
marca=Gurgel, modelo=Carajas/ Tocantis/ Xavante/ Vip, ano=1985, renavam=33727879622, placa=KKH-8441, cor=Dourado
marca=Matra, modelo=Pick-Up CD 4x4 Curto/Longo 2.5 TDI Dies., ano=2003, renavam=33727879622, placa=KKH-8441, cor=Dourado
marca=VW - VolksWagen, modelo=Passat CC 3.6 V6 FSI 300cv Tiptronic, ano=2009, renavam=33727879622, placa=KKH-8441, cor=Dourado
marca=Troller, modelo=T-4 DESERT STORM 4x4 3.0 TB Int Diesel, ano=2012, renavam=61837652822, placa=KHD-7954, cor=Preto
marca=BRM, modelo=Buggy/M-8/M-8 Long 1.6, ano=1985, renavam=83101574277, placa=KLR-3143, cor=Vermelho
marca=Fibravan, modelo=Buggy Plus 1.6 8V, ano=1989, renavam=83101574277, placa=KLR-3143, cor=Vermelho
marca=Audi, modelo=A4 1.8 Avant Turbo Tip./ Multitronic, ano=1996, renavam=16971916124, placa=KKN-3017, cor=Preto
marca=Alfa Romeo, modelo=166 3.0 V6 24V, ano=1999, renavam=20744118861, placa=KLS-7533, cor=Verde
marca=Wake, modelo=Way 1.8 Total Flex 8V Mec., ano=2009, renavam=88810716058, placa=KGU-5026, cor=Laranja
marca=LAMBORGHINI, modelo=HURACAN Coupe LP 610-4, ano=2015, renavam=83101574277, placa=KLR-3143, cor=Vermelho
marca=Ferrari, modelo=California 3.9 Turbo F1 V8 560cv, ano=2015, renavam=40864196171, placa=KGY-4698, cor=Marrom
marca=MG, modelo=MG6 1.8 16V Turbo 170cv Aut., ano=2011, renavam=94534869961, placa=KGE-8915, cor=Bege
marca=VW - VolksWagen, modelo=Passat Variant 3.2 V6 FSI 24V 250cv Tip., ano=2007, renavam=83268252150, placa=KFK-9975, cor=Marrom
marca=Fibravan, modelo=Buggy Off Road 1.8 8V, ano=2009, renavam=67709963336, placa=KGR-5044, cor=Vermelho
marca=ASTON MARTIN, modelo=Vantage S Coupe 4.7 V8 430cv, ano=2012, renavam=90935491070, placa=KJD-4391, cor=Prata
marca=RAM, modelo=2500 LARAMIE SLT TROPIV. 6.7 4x4 Diesel, ano=2012, renavam=90935491070, placa=KJD-4391, cor=Prata
marca=Troller, modelo=T-4 4x4 3.2 20V Tdi Cap. R, ano=2015, renavam=90935491070, placa=KJD-4391, cor=Prata
marca=Matra, modelo=Pick-Up 4x4 Curto/Longo 2.5 TDI  Diesel, ano=2002, renavam=50126624476, placa=KKH-7424, cor=Branco
marca=Mercury, modelo=Mystique GS 2.5 V6 Mec., ano=1995, renavam=07138618426, placa=KLP-0896, cor=Azul
marca=JAC, modelo=T8 2.0 16V 5p Mec., ano=2013, renavam=84624287450, placa=KJZ-8889, cor=Preto
marca=Wake, modelo=Way 1.6 Total Flex 8V Mec., ano=2009, renavam=13067616889, placa=KGL-2156, cor=Branco
marca=LIFAN, modelo=FOISON 1.3 16V 85cv 2p, ano=2014, renavam=11593738999, placa=KLB-9001, cor=Amarelo
marca=Lotus, modelo=Esprit S-4 2.2 16V, ano=1995, renavam=67709963336, placa=KGR-5044, cor=Vermelho
marca=Peugeot, modelo=306 XN 1.8, ano=1997, renavam=40671371460, placa=KJP-7710, cor=Vermelho
marca=Plymouth, modelo=Gran Voyager LE 2.5, ano=1992, renavam=64730601435, placa=KFN-5337, cor=Vermelho
marca=Agrale, modelo=MARRU, ano=2004, renavam=31680502688, placa=KGQ-7293, cor=Azul
marca=Seat, modelo=Ibiza SXE / GLX 1.8, ano=1995, renavam=71569207222, placa=DGA-7495, cor=Laranja
marca=Hyundai, modelo=Sonata GLS 2.5 Aut., ano=1999, renavam=33727879622, placa=FAE-8441, cor=Dourado
marca=Cadillac, modelo=Seville 4.6, ano=1991, renavam=74466030278, placa=BLJ-1090, cor=Preto
marca=JAC, modelo=T8 2.0 16V 5p Mec., ano=2013, renavam=02690466621, placa=EPH-9347, cor=Bege
marca=Dodge, modelo=Ram 2500 H.DUTY 5.9 SLT TDI CS 4x4 Dies., ano=2006, renavam=36789664160, placa=FEM-8545, cor=Dourado
marca=Cross Lander, modelo=CL-330 2.8 132cv 4x4 TB Int. Diesel, ano=2006, renavam=74466030278, placa=BLJ-1090, cor=Preto
marca=EFFA, modelo=Plutus 3.2 8V 4x2 CD Turbo Diesel, ano=2011, renavam=31680502688, placa=CHU-7293, cor=Azul
marca=Maserati, modelo=Shamal 3.2 V8, ano=1992, renavam=50162087388, placa=ETV-4882, cor=Azul
marca=Rover, modelo=Mini Cooper 1.3, ano=1992, renavam=74466030278, placa=BLJ-1090, cor=Preto
marca=Buggy, modelo=Buggy 1.6 2-Lug., ano=1988, renavam=50162087388, placa=ETV-4882, cor=Azul
marca=GM - Chevrolet, modelo=SONIC Sed. LT 1.6 16V FlexPower 4p Aut., ano=2013, renavam=55546296987, placa=DEU-9199, cor=Bege
marca=LAMBORGHINI, modelo=Gallardo Coupe LP550-2 Bicolore, ano=2012, renavam=55546296987, placa=DEU-9199, cor=Bege
marca=CHANA, modelo=Cargo CE 1.0 8V 53cv (Pick-Up), ano=2006, renavam=43393624033, placa=BLD-8149, cor=Preto
marca=Peugeot, modelo=208 Allure inconcert 1.5 Flex 8V 5p Mec., ano=2016, renavam=43393624033, placa=BLD-8149, cor=Preto
marca=Nissan, modelo=VERSA UNIQUE 1.6 16V FlexStart 4p Aut., ano=2017, renavam=24381737001, placa=DUQ-7185, cor=Bege
marca=Audi, modelo=S8 4.2 Mec, ano=1996, renavam=12825209335, placa=DYX-5387, cor=Dourado
marca=TAC, modelo=Stark 2.3 4WD 127cv TDI Diesel 3p, ano=2010, renavam=31680502688, placa=CHU-7293, cor=Azul
marca=Mazda, modelo=MPV Minivan Aut, ano=1992, renavam=43393624033, placa=BLD-8149, cor=Preto
marca=Walk, modelo=Buggy  Walk Sport 1.6 8V 58cv, ano=2005, renavam=79522370289, placa=DCN-6788, cor=Verde
marca=Plymouth, modelo=Gran Voyager LE 2.5, ano=1992, renavam=50162087388, placa=ETV-4882, cor=Azul
marca=Chrysler, modelo=Stratus LX 2.5 Convers, ano=1996, renavam=60783982341, placa=DUP-4635, cor=Amarelo
marca=Chrysler, modelo=Stratus LX 2.5 Convers, ano=1996, renavam=12825209335, placa=DYX-5387, cor=Dourado
